proposicao,autoria,ementa,data_leitura,dias_ate_22_09_2026,documentos_no_processo,documentos_de_resposta,respostas_legiveis,remetido_ao_sei,encerrado,etapa,id_proposicao
REQ 2867/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao Secretário de Estado de Planejamento, Orçamento e Administração do Distrito Federal acerca da relação de ocupantes de cargos em comissão de TI e DPOs no GDF.",2026-05-29,116,3,0,0,sim,sim,Apresentação,158019
REQ 2868/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Ciência, Tecnologia e Inovação do Distrito Federal acerca do comparativo de custos entre postos de trabalho terceirizados e servidores de TI na SECTI-DF.",2026-05-29,116,3,0,0,sim,sim,Apresentação,158018
REQ 2869/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Econômico, Trabalho e Renda do Distrito Federal acerca do inventário de bases de dados e cronograma de abertura de dados no âmbito da Secretaria.",2026-05-29,116,3,0,0,sim,sim,Apresentação,158017
REQ 2870/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Economia do Distrito Federal acerca da execução orçamentária de projetos de Tecnologia da Informação e Transformação Digital.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158016
REQ 2871/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Proteção da Ordem Urbanística do Distrito Federal (DF Legal) acerca de dados sobre multas e fechamentos de bares e estabelecimentos por barulho.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158015
REQ 2872/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Diretor(a)-Presidente da Agência Reguladora de Águas, Energia e Saneamento Básico do Distrito Federal (ADASA) acerca do histórico de contratos e fiscalizações da Neoenergia.",2026-05-29,116,3,0,0,sim,sim,Apresentação,158013
REQ 2873/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca da fila de espera para transplantes no GDF.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158012
REQ 2874/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca da fila de espera para exames, procedimentos e cirurgias eletivas.",2026-05-29,116,3,0,0,sim,sim,Apresentação,158011
REQ 2875/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal acerca de série histórica de pessoas em habitações precárias e assentamentos informais por Região Administrativa.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158010
REQ 2876/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado do Meio Ambiente e Proteção Animal do Distrito Federal acerca da série histórica de alagamentos e seus impactos na saúde pública.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158009
REQ 2877/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado do Meio Ambiente e Proteção Animal do Distrito Federal acerca de registros de ondas de calor e seus impactos na saúde pública.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158007
REQ 2878/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Diretor-Presidente da Agência Reguladora de Águas, Energia e Saneamento Básico do Distrito Federal (ADASA) acerca da série histórica do déficit de saneamento básico por Região Administrativa.",2026-05-29,116,4,0,0,sim,sim,Apresentação,158006
REQ 2879/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Agência Reguladora de Águas, Energia e Saneamento Básico do Distrito Federal (ADASA) acerca do histórico de quedas de energia, localização e motivos no DF (Jan/2019 até o presente).",2026-05-29,116,3,0,0,sim,sim,Apresentação,158005
REQ 288/2023,Deputado Fábio Felix,"Solicita informações à Secretaria de  Estado de Segurança Pública do Distrito Federal, sobre organização criminosa e fornecimento ilegal de munições. ",2023-03-15,1287,5,2,0,sim,sim,Apresentação,8968
REQ 2880/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado do Meio Ambiente e Proteção Animal do Distrito Federal e ao(à) Presidente da Companhia Urbanizadora da Nova Capital do Brasil (NOVACAP) do Distrito Federal acerca da série histórica de árvores, parques e praças por habitante nas Regiões Administrativas do DF.",2026-05-29,116,3,0,0,sim,sim,Apresentação,158004
REQ 2881/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Econômico, Trabalho e Renda do Distrito Federal acerca da Ocupação, Infraestrutura e Investimentos nas Áreas de Desenvolvimento Econômico (ADEs) e Polos de Desenvolvimento do DF.",2026-05-29,116,3,0,0,sim,sim,Apresentação,158003
REQ 2882/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Econômico do Distrito Federal acerca de dados de contratos ativos e contrapartidas do PRÓ-DF II.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158002
REQ 2883/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Econômico, Trabalho e Renda do Distrito Federal acerca de Dados do Programa Prospera (FUNGER).",2026-05-29,116,3,0,0,sim,sim,Apresentação,158000
REQ 2884/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Transporte e Mobilidade do Distrito Federal acerca de dados e série histórica sobre trabalhadores de aplicativo e cumprimento do Decreto nº 41.484/2020.,2026-05-29,116,3,0,0,sim,sim,Apresentação,158024
REQ 2885/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) e ao(à) Secretário(a) de Estado de Desenvolvimento Social (SEDES) acerca do Programa de Locação Social, concessão de subsídios-aluguel, critérios de atendimento e execução orçamentária entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158119
REQ 2886/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Diretor(a)-Presidente da Companhia Imobiliária de Brasília (TERRACAP) acerca da alienação de terras públicas para habitação de interesse social, subsídios aplicados e estoque de terras remanescentes entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158118
REQ 2887/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal (SEDUH) acerca das poligonais de Áreas de Regularização de Interesse Social (ARIS) no Plano Diretor de Ordenamento Territorial (PDOT), critérios técnicos de demarcação e balanço de regularização entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158117
REQ 2888/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) acerca do cronograma, investimentos orçamentários e regularização fundiária na Região Administrativa do Sol Nascente/Pôr do Sol entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158116
REQ 2889/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) acerca do monitoramento da fila da habitação, critérios de pontuação e evolução das convocações do Programa Morar Bem entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158115
REQ 2890/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) acerca do credenciamento, critérios de seleção e repasse de áreas públicas a cooperativas e associações habitacionais entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158114
REQ 2891/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) acerca da execução orçamentária, critérios de editais e metas operacionais do Programa de Assistência Técnica em Habitação de Interesse Social (ATHIS) entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158112
REQ 2892/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) acerca do perfil socioeconômico e geográfico das unidades habitacionais entregues e a infraestrutura do entorno entre 2019 e 2026.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158111
REQ 2893/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) acerca de empreendimentos habitacionais lançados, status de execução físico-financeira e balanço de entregas entre 2019 e 2026.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158110
REQ 2894/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Diretor-Geral do Departamento de Trânsito do Distrito Federal (Detran-DF) acerca de dados sobre operações de fiscalização de alcoolemia no trânsito.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158109
REQ 2895/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Obras e Infraestrutura do Distrito Federal acerca de Zeladoria Urbana e Iluminação Pública.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158107
REQ 2896/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Segurança Pública do Distrito Federal acerca de série histórica de registros de ocorrências de segurança pública.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158106
REQ 2897/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao Secretário de Estado de Segurança Pública do Distrito Federal acerca de Processos Administrativos Disciplinares (PADs) nas Forças de Segurança do DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158105
REQ 2898/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Segurança Pública do Distrito Federal acerca de dados referentes a mortes decorrentes de intervenção policial.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158104
REQ 2899/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Segurança Pública do Distrito Federal acerca de contratos e uso de câmeras corporais nas forças de segurança.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158102
REQ 290/2023,Deputado Fábio Felix,"Requer informações ao Secretário de Meio Ambiente e ao Presidente do Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental (IBRAM) sobre a recuperação e preservação do Parque Ecológico do Areal.
",2023-03-15,1287,3,0,0,sim,sim,Apresentação,8992
REQ 2900/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Segurança Pública do Distrito Federal acerca de dados sobre saúde mental dos profissionais de segurança pública.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158101
REQ 2901/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal acerca da gestão de animais de grande porte, curral público e defesa sanitária animal.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158100
REQ 2902/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente do Instituto Brasília Ambiental (IBRAM) acerca de fiscalização de maus-tratos, fauna silvestre, Centros de Triagem de Animais Silvestres (CETAS) e enforcement animal.",2026-06-01,113,4,0,0,sim,sim,Apresentação,158099
REQ 2903/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca de dados de vigilância de zoonoses, vacinação e capacidade laboratorial.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158098
REQ 2904/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) Extraordinário(a) de Proteção Animal do Distrito Federal acerca da Política de Proteção Animal no DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158097
REQ 2905/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Diretor-Presidente da Companhia Imobiliária de Brasília (TERRACAP) acerca de Imóveis e Contratos de Cessão de Uso para Abastecimento Alimentar e Segurança Nutricional.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158096
REQ 2906/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca de dados de estado nutricional e vigilância sanitária de alimentos.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158095
REQ 2907/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca de compras da agricultura familiar para o PNAE.,2026-06-01,113,4,0,0,sim,sim,Apresentação,158094
REQ 2908/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca de dados de Segurança Alimentar, Restaurantes Comunitários e CadÚnico.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158093
REQ 2909/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente do Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal (IBRAM-DF) acerca de fiscalização ambiental rural, Áreas de Preservação Permanente (APPs) e monitoramento de nascentes.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158092
REQ 291/2023,Deputada Dayse Amarilio,"Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal (IGES/DF) acerca do atendimento que culminou no falecimento do paciente Warley Eduardo Pires, na Unidade de Pronto Atendimento do Setor O, na região administrativa da Ceilândia.",2023-03-15,1287,3,0,0,sim,sim,Apresentação,11266
REQ 2910/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado do Meio Ambiente do Distrito Federal acerca de situação ambiental das zonas rurais do DF, Cadastro Ambiental Rural (CAR), licenciamento agropecuário, desmatamento e recursos hídricos.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158090
REQ 2911/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente das Centrais de Abastecimento do Distrito Federal (CEASA-DF) acerca de Dados Operacionais, Comercialização e Banco de Alimentos da CEASA-DF.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158089
REQ 2912/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Presidente da Empresa de Assistência Técnica e Extensão Rural do Distrito Federal (Emater-DF) acerca de dados anuais de Assistência Técnica e Extensão Rural (ATER), produção agropecuária e uso de agrotóxicos.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158088
REQ 2913/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal acerca de Dados sobre Compras da Agricultura Familiar, Cadastro e Situação Fundiária.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158087
REQ 2914/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca da série histórica de estudantes e professores da EJA por escola.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158086
REQ 2915/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Educação do Distrito Federal acerca de registros e protocolos de violência e insegurança nas escolas do DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158085
REQ 2916/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Educação do Distrito Federal acerca da série histórica de profissionais efetivos e temporários na Educação.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158084
REQ 2917/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca de Convênios para Atendimento de Creche.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158083
REQ 2918/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca de Convênios e Parcerias na Educação Básica e Superior.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158082
REQ 2919/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Educação do Distrito Federal acerca de Obras e Reformas de Escolas.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158081
REQ 2920/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca da construção de escolas e anexos no DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158080
REQ 2921/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca de manutenção predial, contratos e execução por escola.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158078
REQ 2922/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca da Execução de Contratos de Vigilância Escolar e Incidentes de Segurança.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158077
REQ 2923/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca de dados de transporte escolar.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158076
REQ 2924/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Educação do Distrito Federal acerca de dados sobre merendeiras e contratos de alimentação escolar.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158075
REQ 2925/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Social do Distrito Federal acerca de parcerias com Organizações Sociais e entidades para comunidades terapêuticas e população em situação de rua.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158074
REQ 2926/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Social do Distrito Federal acerca de ações de educação permanente do SUAS e do Núcleo de Educação Permanente.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158070
REQ 2927/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca de registros de violência e insegurança em unidades socioassistenciais.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158069
REQ 2928/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca do funcionamento do Conselho de Assistência Social do DF (CAS/DF).,2026-06-01,113,3,0,0,sim,sim,Apresentação,158068
REQ 2929/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca da Estrutura de Vigilância Socioassistencial no DF e seus indicadores.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158067
REQ 2930/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca da Gestão do Cadastro Único e Programa Bolsa Família no DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158066
REQ 2931/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca de dados sobre funcionamento, atendimentos e planejamento do CRAS Móvel no DF.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158065
REQ 2932/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca de estudos, planejamento e orçamento para implantação de novos CRAS no DF.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158064
REQ 2933/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca de dados e serviços para a população em situação de rua no DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158063
REQ 2934/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca da gestão de benefícios eventuais e emergenciais.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158062
REQ 2935/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca de dados do sistema de agendamento socioassistencial e denúncias de fraude.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158061
REQ 2936/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Social do Distrito Federal acerca do quadro de pessoal e diagnóstico de Recursos Humanos do Sistema Único de Assistência Social (SUAS) no Distrito Federal.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158060
REQ 2937/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca do diagnóstico de infraestrutura das unidades socioassistenciais do DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158059
REQ 2938/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca dos repasses e execução do Índice de Gestão Descentralizada (IGD) do Bolsa Família e CadÚnico.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158058
REQ 2939/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Social do Distrito Federal acerca do Orçamento da Política de Assistência Social do DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158057
REQ 2940/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca da ausência de adesão ao Programa ""Agora tem Especialistas"" e das alternativas de atendimento implementadas.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158056
REQ 2941/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca da série histórica de Agentes Comunitários de Saúde (ACS) e Agentes de Combate às Endemias (ACE) ativos por Região Administrativa (RA), concursos e vagas previstas.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158055
REQ 2942/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca da tabela salarial e reajustes da SES-DF (Série Histórica: Jan/2019 ao Presente).,2026-06-01,113,3,0,0,sim,sim,Apresentação,158052
REQ 2943/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca de afastamentos por transtornos mentais e programas de saúde mental na SES-DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158051
REQ 2944/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca de atendimentos de pacientes do entorno (GO/MG) na rede SUS-DF e ressarcimentos AIH.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158049
REQ 2945/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca da expectativa de vida e mortalidade prematura no DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158048
REQ 2946/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca de dados de mortalidade materna no DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158046
REQ 2947/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca da cobertura de pré-natal por Região Administrativa.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158044
REQ 2948/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca de equipamentos públicos de atenção à mulher em situação de violência.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158042
REQ 2949/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca da série histórica de indicadores de saúde e dados de coleta relacionados a doenças crônicas não transmissíveis por Região Administrativa.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158041
REQ 2950/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca da cobertura de vacinação contra HPV e exames Papanicolau.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158037
REQ 2951/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca da série histórica de cirurgias e custos na rede SUS-DF.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158036
REQ 2952/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Saúde do Distrito Federal acerca da série histórica de mutirões de cirurgias eletivas no DF e metas pactuadas.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158035
REQ 2953/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Saúde do Distrito Federal acerca da cobertura da Estratégia Saúde da Família (ESF) por Região Administrativa.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158033
REQ 2954/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Obras e Infraestrutura do Distrito Federal e ao(à) Presidente da Companhia Urbanizadora da Nova Capital do Brasil (NOVACAP) do Distrito Federal acerca de reformas e gastos em praças e parques por Região Administrativa no período de janeiro de 2019 até o presente.,2026-06-01,113,4,0,0,sim,sim,Apresentação,158028
REQ 2955/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Presidente da Companhia Urbanizadora da Nova Capital do Brasil (NOVACAP) e ao(à) Secretário(a) de Estado de Obras e Infraestrutura do Distrito Federal acerca de dados da operação tapa-buraco e gastos por Região Administrativa.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158027
REQ 2956/2026,Deputado Gabriel Magno,"Requer o encaminhamento de pedido de informações ao(à) Secretário(a) de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal acerca de ações de requalificação, infraestrutura e ocupação no Setor Bancário.",2026-06-01,113,3,0,0,sim,sim,Apresentação,158026
REQ 2957/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações ao(à) Secretário de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal e ao(à) Secretário de Estado de Obras e Infraestrutura do Distrito Federal acerca de ações de requalificação e infraestrutura na W3 Sul.,2026-06-01,113,3,0,0,sim,sim,Apresentação,158025
REQ 2958/2026,Deputado Gabriel Magno,Requer o encaminhamento de pedido de informações à Secretária de Estado de Educação do Distrito Federal acerca do Termo de Colaboração nº 02/2023 (Programa STEAM Maker).,2026-06-02,112,3,0,0,sim,sim,Apresentação,158128
REQ 2969/2026,Deputado Fábio Felix,Requer informações à Secretaria de Estado da Mulher do Distrito Federal acerca da redução do quadro de funcionários da Casa Abrigo do Distrito Federal.,2026-06-08,106,3,0,0,sim,sim,Apresentação,157904
REQ 2970/2026,Deputado Fábio Felix,Requer informações ao Secretário de Estado de Economia do Distrito Federal e ao Banco de Brasília S.A. acerca das operações de cessão onerosa de direitos creditórios da dívida ativa do DF ,2026-06-08,106,3,0,0,sim,sim,Apresentação,157892
